id,full_name,email,password,role,job_category,specific_role,skills,experience_level,experience_years,location,success_rate_job,jobs_completed,client_rating,rehire_rate,min_budget_idr,hourly_rate_usd,earnings_usd,platform_origin,project_type,is_available,profile_verified,created_at
2710,Karen Mandala,karen.mandala670@icloud.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Content Creator,Blog Writer,"Email Marketing, Content Marketing, SEO Writing",Beginner,2,Bogor,51.4,23,2.87,45.5,692000,22.82,741.39,Toptal,Retainer,1,0,2024-03-23 23:24:41
2711,Rafid Puspasari,rafid.puspasari632@outlook.com,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Content Creator,UX Writer,"Copywriting, Content Marketing, Content Strategy, Email Marketing, Proofreading",Intermediate,4,Pekanbaru,74.4,142,3.75,82.2,3094000,24.95,2198.72,Toptal,Hourly,0,1,2026-04-04 21:53:11
2712,Hesti Pranowo,hesti.pranowo295@konekin.id,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Content Creator,Copywriter,"Email Marketing, SEO Writing, Proofreading, WordPress, Content Marketing",Intermediate,3,Surabaya,80.5,127,4.43,56.5,2286000,31.24,3596.55,Freelancer,Milestone,1,1,2025-10-29 3:08:10
2713,Pangeran Mandala,pangeran.mandala590@gmail.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Content Creator,Script Writer,"Content Marketing, Proofreading, Research",Beginner,1,Solo,47.7,9,2.49,56.1,2987000,16.44,1764.98,Toptal,Retainer,1,1,2023-09-11 12:39:26
2714,"Tiara Megantara, S.Sos",tiara.megantara.s.sos201@icloud.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Content Creator,Copywriter,"Storytelling, Content Strategy, Email Marketing",Beginner,1,Medan,56.6,8,2.23,42.1,5703000,28.03,3707.89,Koneksi Pribadi,Milestone,1,0,2025-07-17 7:43:27
2715,"Lintang Wahyudin, S.Gz",lintang.wahyudin.s.gz643@konekin.id,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Content Creator,Content Writer,"Content Strategy, SEO Writing, Google Analytics, Research, Storytelling, Content Marketing, Email Marketing",Expert,14,Makassar,99.9,460,4.32,74.8,329000,39.11,482.84,PeoplePerHour,Hourly,1,1,2025-06-12 14:37:58
2716,"Laksana Hidayanto, M.Kom.",laksana.hidayanto.m.kom.940@outlook.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Content Creator,Copywriter,"Google Analytics, Proofreading, Copywriting",Beginner,1,Balikpapan,50.8,8,2.25,28,4984000,14.05,3185.58,Konekin,Milestone,1,1,2025-11-08 15:59:41
2717,"R. Ana Maulana, S.I.Kom",r..ana.maulana.s.i.kom270@yahoo.com,$2b$10$KyISMiIAvcHdibbDXG3W0ON.egUn2e4HHKSpu/BXeHTrj0mEwS25u,creative_worker,Content Creator,Blog Writer,"Google Analytics, Proofreading, Research, Content Strategy, SEO Writing, Copywriting, WordPress",Expert,12,Bogor,71.3,109,3.67,75.8,5048000,49.83,4725.35,Toptal,Retainer,0,1,2023-10-07 20:53:17
2718,Bahuwarna Budiman,bahuwarna.budiman681@icloud.com,$2b$10$URVgcu4DLdubHJg54N9.ZuPrUHAy/73IXoPntcHC1UjMaofAzJcYe,creative_worker,Content Creator,Technical Writer,"Copywriting, Storytelling, SEO Writing, Research, Content Marketing",Intermediate,4,Solo,78.1,41,3.81,60.4,1933000,54.9,2953.51,PeoplePerHour,Retainer,1,1,2025-01-18 17:38:35
2719,"drg. Eka Najmudin, M.Kom.",drg..eka.najmudin.m.kom.433@icloud.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Content Creator,UX Writer,"Content Strategy, SEO Writing, Google Analytics",Beginner,1,Depok,44.3,12,1.67,40.4,1947000,54.97,1381.59,Freelancer,Retainer,1,1,2025-07-28 19:13:32
2720,"Paris Salahudin, M.Kom.",paris.salahudin.m.kom.187@outlook.com,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Content Creator,Script Writer,"Proofreading, Research, Copywriting, SEO Writing, Google Analytics, WordPress, Storytelling",Expert,6,Bekasi,77.6,223,4.53,78.7,2185000,38.64,1739.67,Toptal,Hourly,0,1,2024-07-29 23:35:47
2721,Maimunah Yuliarti,maimunah.yuliarti336@yahoo.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Content Creator,Technical Writer,"Proofreading, Email Marketing, WordPress, Copywriting, Storytelling",Intermediate,3,Semarang,67,124,2.98,33.3,3554000,59.57,2930.34,Freelancer,Fixed,1,1,2025-06-05 20:46:48
2722,Carla Mangunsong,carla.mangunsong645@konekin.id,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Content Creator,Blog Writer,"Proofreading, Copywriting, Content Strategy",Beginner,2,Medan,53.8,14,2.86,35.9,2335000,51.57,2623.69,Koneksi Pribadi,Milestone,1,0,2023-07-10 19:31:56
2723,"Anggabaya Suartini, S.E.",anggabaya.suartini.s.e.132@icloud.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Content Creator,Script Writer,"Content Strategy, SEO Writing, Storytelling",Beginner,1,Solo,59.1,11,3.45,33.8,802000,24.86,447.35,Konekin,Milestone,1,1,2024-11-07 12:58:30
2724,Harto Anggraini,harto.anggraini239@yahoo.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Content Creator,Blog Writer,"WordPress, Content Marketing, Google Analytics, Email Marketing, Copywriting",Intermediate,3,Balikpapan,58.3,127,3.18,51.4,6051000,19.44,3545.95,Koneksi Pribadi,Hourly,1,1,2025-05-20 1:17:17
2725,Puspa Rajata,puspa.rajata295@konekin.id,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Content Creator,Content Writer,"Content Strategy, Email Marketing, SEO Writing",Beginner,1,Semarang,58.5,40,3.03,38.6,2998000,47.09,2700.4,Konekin,Milestone,1,1,2026-02-06 4:49:31
2726,T. Nyana Pradana,t..nyana.pradana98@gmail.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Content Creator,Content Writer,"Copywriting, WordPress, Research",Beginner,1,Yogyakarta,58.9,8,3.22,30.9,5525000,25.39,4418.32,Toptal,Hourly,1,1,2024-08-12 7:02:59
2727,Empluk Iswahyudi,empluk.iswahyudi876@gmail.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Content Creator,Content Writer,"Google Analytics, Proofreading, Content Marketing, Storytelling, Research",Intermediate,5,Bogor,81.2,39,4.24,57.9,7096000,44.88,4970.16,Fiverr,Milestone,0,1,2024-11-27 11:44:00
2728,Paiman Prabowo,paiman.prabowo105@gmail.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Content Creator,Content Creator,"Storytelling, Copywriting, Google Analytics, WordPress, Content Strategy, Proofreading, Content Marketing",Expert,13,Surabaya,81.2,162,4.06,62,3096000,27.07,1664.34,Fiverr,Hourly,1,1,2024-07-17 19:10:08
2729,Darmaji Wijaya,darmaji.wijaya133@yahoo.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Content Creator,Copywriter,"Research, Copywriting, Google Analytics",Beginner,1,Bandung,63.6,28,3.11,59.5,4327000,42.43,4942.63,Konekin,Retainer,1,0,2023-11-23 8:19:15
2730,"Putri Suartini, S.Pt",putri.suartini.s.pt771@konekin.id,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Content Creator,SEO Writer,"SEO Writing, Copywriting, Content Marketing",Beginner,1,Bandung,54.6,40,2.75,47,3918000,30.31,4096.85,Konekin,Fixed,1,0,2025-10-16 18:57:02
2731,Natalia Sihotang,natalia.sihotang979@gmail.com,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Content Creator,Content Creator,"Proofreading, Email Marketing, Content Marketing, Research, WordPress",Intermediate,5,Denpasar,72.8,36,3.34,61,4921000,24.19,4632.88,Toptal,Retainer,1,1,2025-04-20 5:54:28
2732,Yunita Wibowo,yunita.wibowo703@konekin.id,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Content Creator,Blog Writer,"WordPress, SEO Writing, Email Marketing, Google Analytics, Copywriting",Intermediate,5,Malang,67.4,53,3.71,66.9,5345000,19.97,3938.51,Toptal,Fixed,0,1,2023-11-02 16:06:24
2733,"Tgk. Marsudi Anggraini, S.Kom",tgk..marsudi.anggraini.s.kom613@konekin.id,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Content Creator,SEO Writer,"Email Marketing, Copywriting, Storytelling",Beginner,2,Bandung,49.4,28,2.74,36.8,1588000,39,1892.04,Fiverr,Retainer,1,0,2024-02-25 19:49:28
2734,Bahuwarna Tarihoran,bahuwarna.tarihoran465@outlook.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Content Creator,Content Writer,"Content Marketing, Storytelling, Google Analytics, Email Marketing, Research",Intermediate,4,Medan,77.1,104,3.63,36.3,4996000,57.35,4362.02,Fiverr,Hourly,1,1,2025-02-24 23:56:06
2735,"dr. Ana Permadi, S.Pd",dr..ana.permadi.s.pd650@outlook.com,$2b$10$KyISMiIAvcHdibbDXG3W0ON.egUn2e4HHKSpu/BXeHTrj0mEwS25u,creative_worker,Content Creator,Content Writer,"Proofreading, Storytelling, Content Marketing, WordPress, SEO Writing",Intermediate,5,Yogyakarta,73.9,130,3.46,65.1,4503000,35.31,2772.17,PeoplePerHour,Retainer,0,1,2023-10-31 9:49:49
2736,Atmaja Prabowo,atmaja.prabowo636@yahoo.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Content Creator,Content Writer,"Copywriting, Storytelling, Content Strategy",Beginner,1,Bekasi,41.5,19,2.4,45,4078000,19.41,2502.31,Freelancer,Retainer,0,0,2025-02-18 8:03:47
2737,"T. Dacin Puspasari, S.Kom",t..dacin.puspasari.s.kom217@yahoo.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Content Creator,Content Creator,"Google Analytics, WordPress, SEO Writing, Proofreading, Content Strategy, Research, Storytelling",Expert,11,Bekasi,81.6,426,4.34,84,6209000,48.47,3677.09,Toptal,Fixed,1,1,2025-04-04 13:34:03
2738,Dimas Santoso,dimas.santoso627@icloud.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Content Creator,SEO Writer,"Content Strategy, Copywriting, Content Marketing, Proofreading, Research",Intermediate,5,Balikpapan,63.8,57,3.18,63.8,1037000,45.15,972.32,Fiverr,Fixed,1,1,2023-08-07 5:58:41
2739,Ir. Aurora Pratiwi,ir..aurora.pratiwi14@outlook.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Content Creator,Script Writer,"Research, Copywriting, Content Marketing, WordPress, Content Strategy",Intermediate,4,Manado,72.8,98,3.99,52.6,322000,9.91,252.32,Upwork,Milestone,0,1,2026-04-20 23:46:57
2740,Aurora Hardiansyah,aurora.hardiansyah74@yahoo.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Content Creator,Blog Writer,"WordPress, Storytelling, Content Strategy, Proofreading, Content Marketing",Intermediate,4,Malang,66.6,149,3.79,47,8076000,43.1,4644.65,Koneksi Pribadi,Retainer,0,1,2024-04-14 18:16:49
2741,Ajeng Tamba,ajeng.tamba86@outlook.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Content Creator,Content Writer,"Storytelling, Research, Content Marketing, WordPress, Proofreading, SEO Writing, Email Marketing",Expert,10,Medan,77.7,204,3.7,59.9,1360000,46.98,1446.04,Konekin,Retainer,1,1,2025-08-06 16:47:55
2742,Olivia Nababan,olivia.nababan81@yahoo.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Content Creator,Content Writer,"Content Strategy, SEO Writing, WordPress",Beginner,1,Surabaya,52.5,6,3.22,36.9,1775000,36.79,1376.22,Fiverr,Retainer,1,1,2024-04-14 15:26:39
2743,Tari Tamba,tari.tamba418@konekin.id,$2b$10$mMzoiB6EbeUTYWeYgtMVEOr/MXz5MJdRoxTpKpUdC/u6DBJLqfyb6,creative_worker,Content Creator,Script Writer,"Proofreading, Google Analytics, Storytelling, SEO Writing, Research, Email Marketing, Content Marketing",Expert,13,Pekanbaru,98.7,448,5,68.8,2978000,16.26,3544.36,Fiverr,Retainer,1,1,2026-04-07 3:18:00
2744,"Samiah Kuswoyo, S.Psi",samiah.kuswoyo.s.psi675@icloud.com,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Content Creator,SEO Writer,"Copywriting, Content Strategy, Research",Beginner,2,Surabaya,60.6,14,2.66,62.6,1462000,8.95,1880.18,Konekin,Hourly,1,0,2024-07-25 8:12:11
2745,"Olivia Januar, M.TI.",olivia.januar.m.ti.702@outlook.com,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Content Creator,Blog Writer,"Storytelling, Email Marketing, SEO Writing, Copywriting, Research",Intermediate,3,Manado,66.4,84,3.42,43.4,4019000,41,2245.71,Fiverr,Hourly,1,1,2025-10-06 20:34:44
2746,Ajiono Rahmawati,ajiono.rahmawati635@gmail.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Content Creator,UX Writer,"Research, Email Marketing, Content Marketing, Copywriting, Proofreading",Intermediate,5,Balikpapan,67.6,63,3.61,49.3,4117000,44.29,4785.7,Koneksi Pribadi,Retainer,1,1,2025-09-24 8:07:53
2747,Rini Firgantoro,rini.firgantoro1@outlook.com,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Content Creator,Blog Writer,"SEO Writing, Google Analytics, WordPress, Copywriting, Storytelling",Intermediate,3,Denpasar,58.2,66,3.35,47.1,7511000,50.45,4841.59,Toptal,Hourly,0,1,2024-03-18 23:01:30
2748,Mahmud Hariyah,mahmud.hariyah518@konekin.id,$2b$10$PpikZa2HME0U0EPOC8RTYOk9CpJrerHruAn9pji4vn5YRyd9D.zUq,creative_worker,Content Creator,Blog Writer,"WordPress, Content Marketing, Research",Beginner,1,Denpasar,53.7,9,3.1,45.7,3217000,47.98,1834.48,Konekin,Retainer,1,0,2023-07-31 8:39:37
2749,"Bakiman Pradipta, S.Kom",bakiman.pradipta.s.kom106@konekin.id,$2b$10$URVgcu4DLdubHJg54N9.ZuPrUHAy/73IXoPntcHC1UjMaofAzJcYe,creative_worker,Content Creator,Content Creator,"WordPress, Google Analytics, Storytelling, Research, Copywriting",Intermediate,4,Bogor,81.2,85,3.68,76,1604000,31.15,1321.07,Konekin,Hourly,1,1,2025-10-06 20:05:52
2750,"Caket Marpaung, M.TI.",caket.marpaung.m.ti.908@gmail.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Content Creator,Copywriter,"Copywriting, SEO Writing, Storytelling, Google Analytics, WordPress",Intermediate,4,Bogor,55.7,102,2.62,39.9,6124000,32.63,4566.63,Koneksi Pribadi,Fixed,1,1,2024-11-21 18:58:51
2751,"Rachel Yulianti, M.TI.",rachel.yulianti.m.ti.175@outlook.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Content Creator,Copywriter,"SEO Writing, Content Marketing, Google Analytics, Content Strategy, Storytelling",Intermediate,4,Palembang,63.8,66,3.08,45.3,2968000,33.97,3885.02,PeoplePerHour,Milestone,1,1,2026-02-18 8:07:10
2752,Melinda Mustofa,melinda.mustofa606@yahoo.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Content Creator,SEO Writer,"Content Marketing, Storytelling, SEO Writing, WordPress, Research, Content Strategy, Email Marketing",Expert,7,Jakarta,79.9,430,4.13,77.4,3400000,40.68,2995.13,Koneksi Pribadi,Retainer,0,1,2024-05-11 12:59:49
2753,Sarah Astuti,sarah.astuti103@icloud.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Content Creator,Script Writer,"Proofreading, Google Analytics, Content Marketing, WordPress, SEO Writing, Content Strategy, Email Marketing",Expert,10,Malang,90.6,395,4.69,82.2,4544000,15.21,2606.16,Freelancer,Milestone,0,1,2023-06-18 21:54:17
2754,"Vicky Zulaika, S.Sos",vicky.zulaika.s.sos352@icloud.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Content Creator,Technical Writer,"Copywriting, Email Marketing, Proofreading, Google Analytics, Storytelling",Intermediate,4,Medan,90.3,56,4.46,68,2366000,28.65,1623.41,Upwork,Fixed,0,1,2024-01-23 1:38:00
2755,Ir. Citra Mangunsong,ir..citra.mangunsong441@gmail.com,$2b$10$URVgcu4DLdubHJg54N9.ZuPrUHAy/73IXoPntcHC1UjMaofAzJcYe,creative_worker,Content Creator,Content Writer,"Copywriting, SEO Writing, Email Marketing, Proofreading, Content Marketing",Intermediate,5,Balikpapan,62.7,50,3.15,44.5,1285000,46.46,1509.83,Toptal,Hourly,1,1,2025-01-16 5:37:30
2756,Cinta Budiman,cinta.budiman586@outlook.com,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Content Creator,Script Writer,"Google Analytics, Storytelling, Email Marketing, WordPress, Research, Content Marketing, SEO Writing",Expert,7,Tangerang,95.5,238,4.89,78.3,2764000,10.36,3759.33,Konekin,Retainer,1,1,2023-10-09 8:15:31
2757,"Tgk. Pia Irawan, M.Kom.",tgk..pia.irawan.m.kom.798@yahoo.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Content Creator,Technical Writer,"SEO Writing, Content Marketing, Email Marketing, Research, Content Strategy, Google Analytics, Copywriting",Expert,14,Bekasi,97.3,188,5,77,4508000,21.66,2787.32,Upwork,Hourly,0,1,2023-08-17 4:36:59
2758,Ella Sihombing,ella.sihombing168@outlook.com,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Content Creator,Content Writer,"Copywriting, Research, Storytelling, Content Strategy, Proofreading",Intermediate,4,Jakarta,86.4,65,4.43,76.9,2707000,57.26,2416.7,Freelancer,Hourly,0,1,2023-10-29 23:57:41
2759,Ratih Utama,ratih.utama135@yahoo.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Content Creator,Script Writer,"Content Strategy, Storytelling, Content Marketing, WordPress, Copywriting",Intermediate,3,Bogor,68.1,96,2.95,38.1,3982000,29.33,2642.11,Koneksi Pribadi,Fixed,1,1,2024-05-27 6:18:15
2760,Cemani Haryanti,cemani.haryanti916@icloud.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Content Creator,Script Writer,"Content Marketing, SEO Writing, WordPress, Storytelling, Google Analytics, Research, Email Marketing",Expert,6,Manado,67.5,452,3.48,65.4,8554000,28.25,4987.1,Fiverr,Milestone,1,1,2024-02-12 16:54:09
2761,Hamima Handayani,hamima.handayani566@konekin.id,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Content Creator,Technical Writer,"SEO Writing, Storytelling, Content Marketing, Content Strategy, WordPress",Intermediate,5,Makassar,81.3,67,3.84,80.9,5366000,50,4432.02,Freelancer,Hourly,0,1,2025-04-17 14:35:14
2762,Wage Maheswara,wage.maheswara857@gmail.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Content Creator,Script Writer,"SEO Writing, Email Marketing, Content Marketing",Beginner,2,Balikpapan,65.3,4,3.67,41.8,5592000,20.95,4347.75,Konekin,Milestone,0,0,2026-04-04 18:13:56
2763,Azalea Utama,azalea.utama433@outlook.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Content Creator,Content Writer,"Proofreading, SEO Writing, Content Strategy, Email Marketing, WordPress, Storytelling, Copywriting",Expert,11,Makassar,81.4,412,3.92,68.9,1346000,14.64,1016.19,Fiverr,Milestone,1,1,2025-12-02 7:07:24
2764,Laila Safitri,laila.safitri313@yahoo.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Content Creator,Blog Writer,"Content Marketing, Email Marketing, Copywriting, WordPress, Storytelling",Intermediate,4,Balikpapan,76,47,3.73,82.1,5686000,52.18,4428.45,PeoplePerHour,Hourly,1,1,2026-02-03 23:57:53
2765,Irnanto Utama,irnanto.utama703@yahoo.com,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Content Creator,UX Writer,"Copywriting, SEO Writing, Email Marketing",Beginner,1,Denpasar,61.6,22,3.33,31.7,2828000,39.29,2096.91,Fiverr,Fixed,1,0,2024-11-17 14:29:05
2766,dr. Kasiyah Hutasoit,dr..kasiyah.hutasoit960@konekin.id,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Content Creator,Script Writer,"Research, Storytelling, Content Marketing, Content Strategy, Copywriting",Intermediate,5,Jakarta,79.2,70,3.86,48.6,1129000,48.52,1057.15,PeoplePerHour,Fixed,1,1,2025-05-22 13:42:08
2767,drg. Eluh Zulaika,drg..eluh.zulaika930@icloud.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Content Creator,Blog Writer,"Content Strategy, Google Analytics, Storytelling, Content Marketing, WordPress, SEO Writing, Copywriting",Expert,13,Makassar,89.4,184,3.98,83.8,2784000,52.74,3143.91,Fiverr,Fixed,1,1,2023-06-21 19:55:33
2768,"Asmianto Prasasta, M.Pd",asmianto.prasasta.m.pd675@konekin.id,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Content Creator,Technical Writer,"Proofreading, Email Marketing, Google Analytics, Content Marketing, WordPress",Intermediate,3,Manado,65.6,136,3.05,42.3,261000,57.45,209.45,Freelancer,Milestone,1,1,2023-05-14 18:33:08
2769,"Puti Icha Waluyo, S.E.",puti.icha.waluyo.s.e.480@outlook.com,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Content Creator,UX Writer,"Content Marketing, Storytelling, SEO Writing",Beginner,1,Solo,56.1,17,3.07,33.1,4202000,58.26,4857.2,PeoplePerHour,Milestone,0,0,2025-01-19 18:38:26
2770,"Puti Genta Wibisono, M.M.",puti.genta.wibisono.m.m.173@icloud.com,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Content Creator,Technical Writer,"Email Marketing, Proofreading, WordPress, Google Analytics, Storytelling",Intermediate,4,Semarang,71.9,150,3.57,45.4,644000,43.18,936.27,Fiverr,Retainer,1,1,2025-05-08 6:30:50
2771,Nadia Hastuti,nadia.hastuti336@konekin.id,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Content Creator,Technical Writer,"SEO Writing, Copywriting, Content Marketing",Beginner,2,Palembang,61.5,18,3.29,57.9,715000,32.75,460.96,Upwork,Milestone,0,1,2025-04-09 1:16:07
2772,"Dr. Cici Hutasoit, S.E.",dr..cici.hutasoit.s.e.492@outlook.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Content Creator,Script Writer,"Email Marketing, Content Marketing, SEO Writing, Proofreading, Research, Content Strategy, Google Analytics",Expert,9,Pekanbaru,79.8,288,4.47,77.4,2394000,23.79,2375.83,Toptal,Fixed,1,1,2025-07-15 21:26:55
2773,Vivi Astuti,vivi.astuti830@gmail.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Content Creator,Script Writer,"Content Marketing, Content Strategy, Email Marketing, WordPress, SEO Writing",Intermediate,3,Yogyakarta,94.8,103,4.62,79.9,6186000,8.1,3446.65,Koneksi Pribadi,Retainer,1,1,2023-12-10 15:13:09
2774,Bella Simanjuntak,bella.simanjuntak829@gmail.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Content Creator,SEO Writer,"SEO Writing, Content Strategy, Research, WordPress, Copywriting, Email Marketing, Google Analytics",Expert,9,Yogyakarta,80.4,415,3.95,61.9,7255000,34.5,4232.78,Fiverr,Retainer,1,1,2024-05-15 6:28:56
2775,Dr. Gabriella Kusmawati,dr..gabriella.kusmawati565@outlook.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Content Creator,Content Writer,"Email Marketing, Google Analytics, Content Strategy, Copywriting, Research",Intermediate,5,Pekanbaru,56.9,123,2.26,29,3766000,44.49,2797.36,Toptal,Fixed,1,1,2023-09-08 8:08:55
